WMO;Float S/N;PTT;Float;Last Tx;Last cycle;Battery;Launch Date;Cruise;Last Cycle Pmax;Surface float;Hydraulic;Last Cycle Grounded;Platform Maker;Firmware Version;Pr Version;Project Name;Float Owner;Pi Name;Deploy Platform;PR Experiment ID;N_LEVEL;Alert Status;Alert Error Flags;Alert Info Flags;Alert Warning Flags
4902587;263221CA28;001543;ARVOR;2022-18-06 06:18:00;3;ok;2022-14-15 04:14:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;Sir John Franklin;Argo Canada;;0;[];[];[]
4902584;263221CA25;021040;ARVOR;2022-14-12 06:14:00;5;ok;2022-53-01 07:53:00;;;;-;0;NKE;5900A04;;Argo Canada;Department of Fisheries and Oceans;Blair Greenan;Sir John Franklin;Argo Canada;;0;[];[];[]
2902762;0935;0935;NAVIS_A;2022-13-13 02:13:40;203;ok;2020-30-13 08:30:00;;;;-;0;SBE;BGCi_SUNA_ICE 190411;;CHINA ARGO PROJECT;n/a;WEI FAN;TAN KAH KEE;CHINA ARGO PROJECT;;0;[];[];[]
2902395;7333;n/a;S2A;2022-26-11 07:26:00;238;ok;2015-00-10 06:00:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV OSAGAR NIDHI;US ARGO PROJECT;;0;[];[];[]
2902391;7331;n/a;S2A;2022-19-05 09:19:00;239;ok;2015-46-30 12:46:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;VOS APL SENTOSA;US ARGO PROJECT;;0;[];[];[]
2902390;7329;n/a;S2A;2022-42-14 02:42:00;241;ok;2015-10-29 07:10:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;VOS APL SENTOSA;US ARGO PROJECT;;0;[];[];[]
2902683;7723;158910;APEX;2022-33-24 11:33:13;201;ok;2016-25-30 04:25:00;;;;-;0;TWR;102015;;CHINA ARGO PROJECT;n/a;JIANPING XU;KeXue;CHINA ARGO PROJECT;;0;[];[];[]
2902740;AD1700-17CH004;1704;ARVOR_D;2022-01-09 07:01:09;62;ok;2020-30-05 08:30:00;;;;-;0;NKE;5608A13;;CHINA ARGO PROJECT;CSIO;JIANPING XU;DA YANG HAO;CHINA ARGO PROJECT;;0;[];[];[]
2902739;AD1700-17CH003;1703;ARVOR_D;2022-23-12 06:23:22;62;ok;2020-35-08 12:35:00;;;;-;0;NKE;5608A13;;CHINA ARGO PROJECT;CSIO;JIANPING XU;DA YANG HAO;CHINA ARGO PROJECT;;0;[];[];[]
2902730;8260;8260;APEX;2022-47-11 08:47:35;179;ok;2018-20-11 05:20:00;;;;-;0;TWR;V2.8.3-STD-SAIL;;CHINA ARGO PROJECT;n/a;JIANPING XU;KE XUE HAO;CHINA ARGO PROJECT;;0;[];[];[]
2902851;HM2000-19-125;8961490;HM2000;2022-40-12 07:40:00;118;ok;2020-42-08 01:42:00;;;;-;0;HSOE;MP58-V7.2.3;;CHINA ARGO EQUIVALENT;CSIO;LILI ZENG;SHIYAN-3;CHINA ARGO EQUIVALENT;;0;[];[];[]
2903132;7468;n/a;S2A;2022-20-05 08:20:00;146;ok;2018-30-28 01:30:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV THOMAS G THOMPSON;Argo WHOI;;0;[];[];[]
2902754;P41308-17CH003;siobio009;PROVOR;2022-04-12 02:04:23;282;ok;2018-15-29 11:15:00;;;;-;0;NKE;V3.1;;CHINA ARGO PROJECT;n/a;FEI CHAI;JIA GENG HAO;CHINA ARGO PROJECT;;0;[];[];[]
2903686;AK1000-20JP014;203607;ARVOR;2022-13-10 02:13:34;50;ok;2021-50-01 06:50:00;;;;1;1;NKE;5607A09;;Routine-JMA;JMA;JMA;Ryofumaru;Routine-JMA;;1;[];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
2903678;AK1000-20JP006;203599;ARVOR;2022-04-11 06:04:00;79;ok;2021-14-10 04:14:00;;;;1;1;NKE;5607A09;;Routine-JMA;JMA;JMA;Ryofumaru;Routine-JMA;;1;[];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
2903424;8789;n/a;SOLO_II;2022-19-10 11:19:58;143;ok;2019-00-19 05:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 19Apr19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Sonne;US ARGO PROJECT;;0;[];[];[]
2903208;OIN-13JAP-ARL-83;134888;ARVOR;2022-25-10 08:25:35;172;ok;2017-09-21 07:09:00;;;;1;1;NKE;5607A07;;J-ARGO;JAMSTEC;JAMSTEC;Ryofumaru;J-ARGO;;1;[];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
3901056;7195;n/a;S2A;2022-18-13 07:18:00;278;ok;2014-30-27 09:30:00;;;;-;0;MRV;SBE602 20Sep13 V1.5;;US ARGO PROJECT;PRITHA TUTASI;PRITHA TUTASI;RV ORION;US ARGO PROJECT;;0;[];[];[]
3902145;7531;n/a;S2A;2022-05-06 04:05:00;113;ok;2019-00-20 11:00:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V CABO DE HORNOS;Argo WHOI;;0;[];[];[]
3901293;0733;n/a;NAVIS_A;2022-00-10 05:00:00;193;ok;2017-23-06 05:23:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA Ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
3902140;7469;n/a;S2A;2022-37-13 07:37:00;152;ok;2018-15-06 10:15:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV CABO DE HORNOS;Argo WHOI;;0;[];[];[]
3901292;0727;n/a;NAVIS_A;2022-13-10 06:13:00;193;ok;2017-30-05 12:30:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
3901295;0738;n/a;NAVIS_A;2022-18-07 05:18:30;192;ok;2017-58-12 08:58:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA Ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
3902157;12022;n/a;SOLO_D_MRV;2022-35-08 07:35:00;97;ok;2020-00-12 03:00:00;;;;-;0;MRV;SBE603 01Dec16;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Petrel;US ARGO PROJECT;;0;[];[];[]
3901062;7256;n/a;S2A;2022-06-07 02:06:00;266;ok;2015-55-16 11:55:00;;;;-;0;MRV;SBE602 ARM_v2.0 1.0.a;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIS;US ARGO PROJECT;;0;[];[];[]
3902151;12016;n/a;SOLO_D_MRV;2022-27-07 08:27:00;100;ok;2019-11-28 05:11:00;;;;-;0;MRV;SBE603 01Dec16;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Petrel;US ARGO PROJECT;;0;[];[];[]
3901063;7280;n/a;S2A;2022-39-13 01:39:00;248;ok;2015-50-19 03:50:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV NATHANIEL B. PALMER;US ARGO PROJECT;;0;[];[];[]
3902152;12017;n/a;SOLO_D_MRV;2022-21-08 06:21:00;96;ok;2020-58-11 02:58:00;;;;-;0;MRV;SBE603 01Dec16;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Petrel;US ARGO PROJECT;;0;[];[];[]
3901060;7126;n/a;S2A;2022-46-15 03:46:00;268;ok;2015-30-15 11:30:00;;;;-;2;MRV;SBE602 20Sep13 V1.5;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIS;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
3901279;0706;n/a;NAVIS_A;2022-56-01 03:56:30;190;ok;2017-39-01 05:39:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Marcus Langseth;US ARGO PROJECT;;0;[];[];[]
3902125;P41306-16FR106;eribio006b;PROVOR_III;2022-23-06 07:23:11;180;ok;2017-23-19 06:23:00;AMT27-DY084;;;-;0;NKE;3.01;6.11;;Euro-Argo ERIC;Herve CLAUSTRE;RRS DISCOVERY;AtlantOS;;0;[];[];[]
3901274;8564;n/a;SOLO_II;2022-20-06 04:20:56;172;ok;2017-00-10 12:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 08May17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Palmer;US ARGO PROJECT;;0;[];[];[]
3902244;11049;n/a;ALTO;2022-49-06 03:49:00;86;ok;2019-00-28 01:00:00;;;;-;0;MRV;6.0.1;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;RV PETREL;Argo WHOI;;0;[];[];[]
3902250;11150;n/a;ALTO;2022-48-10 01:48:00;2;ok;2022-20-05 05:20:00;;;;-;2;MRV;10.0.1;;Argo WHOI;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;SUSAN WIJFFELS, STEVEN JAYNE, PELLE ROBBINS;RV CABO DE HORNOS;Argo WHOI;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
3902236;7588;n/a;S2A;2022-56-13 11:56:00;100;ok;2019-38-02 10:38:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;R/V THOMAS G. THOMPSON;Argo WHOI;;0;[];[];[]
3902237;7580;n/a;S2A;2022-16-08 09:16:00;98;ok;2019-06-03 08:06:00;;;;-;0;MRV;SBE602 15Aug17 ARM V2.4;;Argo WHOI;WIJFFELS, JAYNE, ROBBINS;WIJFFELS, JAYNE, ROBBINS;R/V THOMAS G. THOMPSON;Argo WHOI;;0;[];[];[]
3901239;7388;n/a;S2A;2022-03-06 02:03:00;192;ok;2017-34-26 08:34:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV RONALD H BROWN;Argo WHOI;;0;[];[];[]
3901238;7387;n/a;S2A;2022-55-14 12:55:00;192;ok;2017-18-24 01:18:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V RONALD H BROWN;Argo WHOI;;0;[];[];[]
3901476;8587;n/a;SOLO_II;2022-03-07 04:03:00;165;ok;2017-00-06 07:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901478;8589;n/a;SOLO_II;2022-49-10 07:49:00;165;ok;2017-00-07 06:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901473;8584;n/a;SOLO_II;2022-51-07 12:51:00;165;ok;2017-00-03 05:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3902320;1278;n/a;NAVIS_A;2022-26-11 06:26:00;17;ok;2021-11-01 05:11:00;;;;-;0;SBE;170425;;Argo PMEL;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V unknown;Argo PMEL;;0;[];[];[]
3901472;8583;n/a;SOLO_II;2022-26-13 05:26:01;166;ok;2017-00-02 10:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901233;7336;n/a;S2A;2022-33-07 07:33:00;228;ok;2016-30-13 12:30:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V BAP ZIMIC;US ARGO PROJECT;;0;[];[];[]
3902321;12055;n/a;SOLO_D_MRV;2022-12-06 09:12:00;16;ok;2022-35-17 04:35:00;;;;-;0;MRV;SBE603 01Dec16;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Sarmiento de Gamboa;US ARGO PROJECT;;0;[];[];[]
3901471;8582;n/a;SOLO_II;2022-32-12 06:32:00;166;ok;2017-00-02 12:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901249;8538;n/a;SOLO_II;2022-09-08 05:09:01;199;ok;2017-00-07 01:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
3902124;P41306-16FR105;eribio005b;PROVOR_III;2022-21-13 06:21:10;343;ok;2017-25-18 02:25:00;AMT27-DY084;;;-;0;NKE;3.01;6.11;;Euro-Argo ERIC;Herve CLAUSTRE;RRS DISCOVERY;AtlantOS;;0;[];[];[]
3901271;8547;n/a;SOLO_II;2022-42-13 05:42:00;205;ok;2017-30-18 03:30:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
3901285;0714;n/a;NAVIS_A;2022-09-14 05:09:30;197;ok;2016-00-01 09:00:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Langseth;US ARGO PROJECT;;0;[];[];[]
3901287;0716;n/a;NAVIS_A;2022-19-10 06:19:10;196;ok;2016-00-06 01:00:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Marcus Langseth;US ARGO PROJECT;;0;[];[];[]
3901900;AI2600-16FR063;360722i;ARVOR;2022-12-10 09:12:43;191;ok;2017-45-24 11:45:00;Tasmania - Ross Sea;;;-;0;NKE;5900A01;5.43;MOCCA-EU;Euro-Argo;Pierre-Marie Poulain;OGS EXPLORA;MOCCA-EU;;0;[];[];[]
3902191;8839;n/a;SOLO_II;2022-37-05 11:37:58;86;ok;2020-00-11 10:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 12Sep19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3902193;8841;n/a;SOLO_II;2022-37-08 03:37:00;86;ok;2020-00-13 09:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 12Sep19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3902161;12026;n/a;SOLO_D_MRV;2022-01-08 08:01:00;100;ok;2019-38-21 08:38:00;;;;-;0;MRV;SBE603 01Dec16;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V Petrel;US ARGO PROJECT;;0;[];[];[]
3902178;8826;n/a;SOLO_II;2022-38-06 08:38:00;88;ok;2019-00-23 02:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 12Sep19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3902174;8821;n/a;SOLO_II;2022-35-13 04:35:02;89;ok;2019-00-20 10:00:00;;;;-;0;SIO_IDG;"V02.60; SBE602 12Sep19";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901296;0739;n/a;NAVIS_A;2022-12-01 07:12:00;191;ok;2017-28-16 02:28:00;;;;-;0;SBE;102115;;US ARGO PROJECT;GREGORY C. JOHNSON;GREGORY C. JOHNSON;R/V NOAA Ship Ronald Brown;US ARGO PROJECT;;0;[];[];[]
3901915;AI2600-16FR078;360820i;ARVOR;2022-14-27 10:14:56;223;ok;2017-05-10 10:05:00;Transkei Shelf Oceanography (ALG241);;;1;2;NKE;5900A01;5.44;MOCCA_EU;Euro-Argo;Romain Cancouet;RS ALGOA;MOCCA_EU;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[FLAG_SUPRAHydraulicAlert_LOGICAL]
3901814;7417;n/a;S2A;2022-59-12 06:59:00;347;ok;2017-04-03 10:04:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV RON BROWN;Argo WHOI;;0;[];[];[]
3901829;7348;n/a;S2A;2022-09-10 08:09:00;168;ok;2018-30-08 10:30:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIS;Argo WHOI;;0;[];[];[]
3901845;AI2600-16FR008;360009;ARVOR;2022-54-07 11:54:31;212;ok;2016-57-26 08:57:00;M127;;;-;0;NKE;5900A00;5.43;MOCCA;BSH;Sven Petersen;METEOR;Euro-Argo;;0;[];[];[]
3901840;AI2600-16FR003;360211;ARVOR;2022-48-09 11:48:43;215;ok;2016-28-29 09:28:00;M127;;;-;0;NKE;5900A00;5.43;MOCCA;BSH;Sven Petersen;METEOR;Euro-Argo;;0;[];[];[]
3901815;7420;n/a;S2A;2022-43-11 02:43:00;354;ok;2017-34-01 05:34:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV RON BROWN;Argo WHOI;;0;[];[];[]
3901250;8539;n/a;SOLO_II;2022-33-08 02:33:04;201;ok;2017-00-08 04:00:00;;;;-;2;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Atlantis;US ARGO PROJECT;;2;[FLAG_MissingVerticalProfile_LOGICAL];[];[]
3902110;AI2632-19EU033;873741;ARVOR;2022-39-13 05:39:49;343;ok;2020-05-27 10:05:00;BALTIC;;;-;0;NKE;5900A05;5.48;;IOPAN;Waldemar Walczowski;OCEANIA;ARGO POLAND;;0;[];[];[]
3901266;10027;n/a;S2X;2022-34-14 09:34:00;445;ok;2016-00-16 05:00:00;;;;-;0;MRV;"V02.00; unknown compilation date";;US ARGO PROJECT;;CARL SZCZECHOWSKI;BAP Zimic;US ARGO PROJECT;;0;[];[];[]
3901860;AI2600-16FR023;390928;ARVOR;2022-30-08 12:30:25;205;ok;2016-27-05 04:27:00;64PE614;;;-;0;NKE;5900A00;5.43;MOCCA;Euro-Argo;Romain Cancouet;PELAGIA;MOCCA;;0;[];[];[]
3901837;7444;n/a;S2A;2022-58-09 03:58:00;152;ok;2018-20-04 05:20:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV CABO DE HORNOS;Argo WHOI;;0;[];[];[]
3901838;AI2600-16FR001;360309;ARVOR;2022-47-05 11:47:51;206;ok;2016-41-23 09:41:00;M129;;;-;0;NKE;5900A00;5.43;MOCCA;BSH;Birgit Klein;METEOR;Euro-Argo;;0;[];[];[]
3901830;7436;n/a;S2A;2022-24-14 03:24:00;161;ok;2018-00-07 09:00:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV ATLANTIS;Argo WHOI;;0;[];[];[]
3901605;7840;159742;APEX;2022-01-05 05:01:18;203;ok;2016-53-22 10:53:00;HUD2016027;;;-;0;TWR;102015;102015;;BSH;Birgit Klein;CCGS HUDSON;ARGO-BSH;;0;[];[];[]
3901849;AI2600-16FR012;360909;ARVOR;2022-19-11 12:19:27;428;ok;2016-43-05 11:43:00;Méditerranée 2016;;;-;0;NKE;5900A00;5.43;MOCCA;OGS;Pierre-Marie Poulain;BELLE POULE;Euro-Argo;;0;[];[];[]
3901209;8339;n/a;SOLO_II;2022-21-05 08:21:59;284;ok;2015-00-24 06:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 08Dec14";;US ARGO PROJECT;;DEAN ROEMMICH;S/V Libby;US ARGO PROJECT;;0;[];[];[]
3901208;8338;n/a;SOLO_II;2022-53-11 02:53:57;285;ok;2015-00-22 03:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 08Dec14";;US ARGO PROJECT;;DEAN ROEMMICH;S/V Libby;US ARGO PROJECT;;0;[];[];[]
3901685;AI2600-19DE035;860627;ARVOR;2022-55-13 05:55:25;94;ok;2019-41-25 03:41:00;M157;;;-;0;NKE;5900A04;5.45;;BSH;Birgit Klein;METEOR;ARGO-BSH;;0;[];[];[]
3901680;AI2600-18DE005;700843;ARVOR;2022-09-13 06:09:33;124;ok;2018-48-29 04:48:00;PS116;;;-;0;NKE;5900A04;5.45;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
3901653;AL2500-17DE022;41046;ARVOR;2022-07-06 12:07:52;143;ok;2018-57-16 09:57:00;PS113;;;-;0;NKE;5605B04;4.52;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
3901895;AI2600-16FR058;360823i;ARVOR;2022-11-10 03:11:55;183;ok;2017-22-14 04:22:00;RETRO-BMC;;;-;0;NKE;5900A01;5.44;MOCCA-EU;Euro-Argo;Josep Lluis Pelegri;HESPERIDES;MOCCA-EU;;0;[];[];[]
3901651;AL2500-17DE024;41056;ARVOR;2022-16-11 11:16:56;144;ok;2018-24-11 05:24:00;PS113;;;-;0;NKE;5605B04;4.52;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
3901650;AL2500-17DE025;41074;ARVOR;2022-21-12 02:21:42;144;ok;2018-47-12 03:47:00;PS113;;;-;0;NKE;5605B04;4.52;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
3901487;8604;n/a;SOLO_II;2022-10-14 08:10:02;164;ok;2017-00-22 04:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901247;8536;n/a;SOLO_II;2022-39-14 12:39:01;223;ok;2017-00-06 09:00:00;;;;-;0;SIO_IDG;"V02.20; SBE602 27Jul16";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Atlantis;US ARGO PROJECT;;0;[];[];[]
3901242;7403;n/a;S2A;2022-02-11 12:02:00;192;ok;2017-53-01 05:53:00;;;;-;0;MRV;SBE602 11Dec15 ARM V2.1;;Argo WHOI;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;R/V RONALD H BROWN;Argo WHOI;;0;[];[];[]
3901483;8594;n/a;SOLO_II;2022-29-14 06:29:00;165;ok;2017-00-11 03:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901486;8600;n/a;SOLO_II;2022-24-12 06:24:03;164;ok;2017-00-21 03:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901480;8591;n/a;SOLO_II;2022-08-11 08:08:01;165;ok;2017-00-09 02:00:00;;;;-;0;SIO_IDG;"V02.40; SBE602 15Aug17";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Kaharoa;US ARGO PROJECT;;0;[];[];[]
3901216;8378;n/a;SOLO_II;2022-50-11 01:50:01;277;ok;2015-00-26 10:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 18Feb15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Palmer;US ARGO PROJECT;;0;[];[];[]
3901214;8376;n/a;SOLO_II;2022-32-10 10:32:01;277;ok;2015-00-25 12:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 18Feb15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Palmer;US ARGO PROJECT;;0;[];[];[]
3901211;8373;n/a;SOLO_II;2022-28-09 11:28:02;277;ok;2015-00-24 07:00:00;;;;-;0;SIO_IDG;"V02.00; SBE602 18Feb15";;US ARGO PROJECT;;DEAN ROEMMICH;R/V Palmer;US ARGO PROJECT;;0;[];[];[]
3901227;7293;n/a;S2A;2022-55-12 12:55:00;247;ok;2015-13-17 01:13:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV NATHANIEL B. PALMER;US ARGO PROJECT;;0;[];[];[]
3901222;7308;n/a;S2A;2022-11-08 10:11:00;246;ok;2015-35-10 03:35:00;;;;-;0;MRV;SBE602 ARM_v2.0_xmsg_ve;;US ARGO PROJECT;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;BRECK OWENS, STEVEN JAYNE, P.E. ROBBINS;RV NATHANIEL B. PALMER;US ARGO PROJECT;;0;[];[];[]
3901679;AI2600-18DE006;700944;ARVOR;2022-09-14 06:09:58;124;ok;2018-23-30 08:23:00;PS116;;;-;0;NKE;5900A04;5.45;;BSH;Birgit Klein;POLARSTERN;ARGO-BSH;;0;[];[];[]
3901675;AL2500-18DE006;55143;ARVOR;2022-22-05 10:22:36;140;ok;2018-59-14 01:59:00;M148;;;-;0;NKE;5605B04;4.52;;BSH;Birgit Klein;METEOR;ARGO-BSH;;0;[];[];[]
3901677;8593;017-1318;APEX;2022-00-13 05:00:51;122;ok;2018-36-11 09:36:00;MSM79;;;-;0;TWR;37197;2.11.3.R;;BSH;Birgit Klein;MARIA S. MERIAN;ARGO-BSH;;0;[];[];[]
